id,text,class,ProcessedText,ProcessedText_length
3029,Well the new job barely has work for me too at least Im still getting paid.,1,well the new job barely has work for me too at least im still getting paid.,16
3669,I recently started praying again  and Ive been doing better ever since,0,i recently started praying again  and ive been doing better ever since,13
4708,Today is the start of getting up at 430 everyday for workbut I could still be unemployed trying to be the very the best like no one ever was,1,today is the start of getting up at 430 everyday for workbut i could still be unemployed trying to be the very the best like no one ever was,29
8117,Everybody works at Busch...I want to work at Busch...why am I not working at Busch...someone get me a job at Busch.,0,everybody works at busch...i want to work at busch...why am i not working at busch...someone get me a job at busch.,21
923,Got hired  t best buy mobile last week &amp; today I have an interview with FedEx for a customer service rep position! #needthat#,1,got hired  t best buy mobile last week &amp; today i have an interview with fedex for a customer service rep position! #needthat#,24
3343,I got hired at a job last week &amp; quit the next day &amp; skipped two interviews that I had this week. I cant with myself.,1,i got hired at a job last week &amp; quit the next day &amp; skipped two interviews that i had this week. i cant with myself.,26
3223,Today my boss got laid off &amp; my gentleman-friend also got laid off (unrelated). Dont they save that shit for Friday afternoons anymore???,0,today my boss got laid off &amp; my gentleman-friend also got laid off (unrelated). dont they save that shit for friday afternoons anymore???,23
4080,I got hired with that what these bitches want from a nigga on my voice mail tho...,1,i got hired with that what these bitches want from a nigga on my voice mail tho...,17
6552,I am a 4.0 GPA student w/ lots of experience. I got hired today for $15 an hour. I wonder who will get fired when they raise the wage to $15,1,i am a 4.0 gpa student w/ lots of experience. i got hired today for $15 an hour. i wonder who will get fired when they raise the wage to $15,31
8223,AlwaysUnconditionally:Follow your heart.Understand that persistence hard work and determination are the keys to success.Barbara Cage,0,alwaysunconditionally:follow your heart.understand that persistence hard work and determination are the keys to success.barbara cage,15
3366,So it seems like I was fired and re-hired and didnt even know it or some shit.,1,so it seems like i was fired and re-hired and didnt even know it or some shit.,17
7375,Now I gotta quit work cuz demand too high cnt afford the 3rd shift so my 1sts to supply.,0,now i gotta quit work cuz demand too high cnt afford the 3rd shift so my 1sts to supply.,19
1502,My teacher lost my work. I swear,0,my teacher lost my work. i swear,7
3347,At a job interview this morning an employee peeked around the corner and mouthed YOU DO NOT WANT TO WORK HERE. I was hired. #badsign,1,at a job interview this morning an employee peeked around the corner and mouthed you do not want to work here. i was hired. #badsign,25
9060,I am currently working on mt resume instead of doing my work. Happy Monday,0,i am currently working on mt resume instead of doing my work. happy monday,14
3909,#Accounting #Job alert: Controller | Robert Half Management Resources | #CLEVELAND  OH http://t.co/LrNHsZkkjr #Jobs,0,#accounting #job alert: controller | robert half management resources | #cleveland  oh http://t.co/lrnhszkkjr #jobs,15
5507,doesnt have to look for a job during these times (Because she already has a job/ shes just laid off until the next week.) but unemployment keeps denying her because she didnt look for a job during these lay offs even though they told her she didnt need to. (If anyone...,0,doesnt have to look for a job during these times (because she already has a job/ shes just laid off until the next week.) but unemployment keeps denying her because she didnt look for a job during these lay offs even though they told her she didnt need to. (if anyone...,51
9044,Currently living working and studying abroad and am unsure how to file my taxes and how much I owe - https://t.co/n7fgL3fDFR #taxreturn …,0,currently living working and studying abroad and am unsure how to file my taxes and how much i owe - https://t.co/n7fgl3fdfr #taxreturn …,23
8312,I got hired at a Bangladesh sweatshop. Meet my 9-year-old boss http://t.co/KHFydTBoiZ via @torontostar,1,i got hired at a bangladesh sweatshop. meet my 9-year-old boss http://t.co/khfydtboiz via @torontostar,14
2917,I got to be in a leadership position today in ROTC.. And everything went well,0,i got to be in a leadership position today in rotc.. and everything went well,15
82,I got hired at 2 places.. God is so good yall,1,i got hired at 2 places.. god is so good yall,11
3672,my new job wants me available full-time but only pays me for part-time https://t.co/vW4qyomFKC,1,my new job wants me available full-time but only pays me for part-time https://t.co/vw4qyomfkc,14
2966,So my job just offered me my position full time just after me working two weeks which I did full time..,1,so my job just offered me my position full time just after me working two weeks which i did full time..,21
4266,Looking for a job in Operations?  is hiring! $1000 bonus - Sign up to drive   #fired #layoff #work https://t.co/wucRBzZm2M https://t.co/NgQyGV32J6,0,looking for a job in operations?  is hiring! $1000 bonus - sign up to drive   #fired #layoff #work https://t.co/wucrbzzm2m https://t.co/ngqygv32j6,23
9428,Sweet. Im hired now I gotta tell these fucks that I quit,1,sweet. im hired now i gotta tell these fucks that i quit,12
6203,So. God threw me a curveball. I got offered a full time position at LA Fitness earlier this week. Today...I accepted it!,1,so. god threw me a curveball. i got offered a full time position at la fitness earlier this week. today...i accepted it!,22
3428,Fired or hired? #VPDebate,0,fired or hired? #vpdebate,4
7490,I was fired from my job at the sperm bank for saying get a load of this guy every time someone walked in. #unemployment,0,i was fired from my job at the sperm bank for saying get a load of this guy every time someone walked in. #unemployment,24
974,Interested in a #job in #NebraskaCity NE? This could be a great fit: https://t.co/DR8EvBkTZk #NowHiring #GetHired #Manufacturing #Hiring,0,interested in a #job in #nebraskacity ne? this could be a great fit: https://t.co/dr8evbktzk #nowhiring #gethired #manufacturing #hiring,18
5136,I got fired earlier and as soon as the store closed I went back to ask for my job back and they immediately said yes lol,1,i got fired earlier and as soon as the store closed i went back to ask for my job back and they immediately said yes lol,26
2951,I lost in traffic court today. My rights were trampled; I was degraded. But I still ended up in a BETTER position than if Id plead Guilty,0,i lost in traffic court today. my rights were trampled; i was degraded. but i still ended up in a better position than if id plead guilty,27
5361,I accepted a position after being unemployed 2 weeks. Pay not up to scale but it is a job.. #NoBamaCare,1,i accepted a position after being unemployed 2 weeks. pay not up to scale but it is a job.. #nobamacare,20
145,My job fired me and just hired me back wtf is my life 😩😂,1,my job fired me and just hired me back wtf is my life 😩😂,14
6727,$ILIV going crazy I took a position yesterday morning $$$,1,$iliv going crazy i took a position yesterday morning $$$,10
3166,Also after getting laid off last year I was offered to interview at a place that wanted me to supply my own laptop for the interview.,0,also after getting laid off last year i was offered to interview at a place that wanted me to supply my own laptop for the interview.,26
4635,i got hired at 678! time to quit todai!#todai #toDIE!!!!,1,i got hired at 678! time to quit todai!#todai #todie!!!!,10
5995,Now #Hiring @Google is seeking a Software Engineer ARCore to join their team in #SanFrancisco Apply Here &gt;&gt; https://t.co/XdP58hOWem #engineering #JOBHIRED https://t.co/vSOQH6Li4f,0,now #hiring @google is seeking a software engineer arcore to join their team in #sanfrancisco apply here &gt;&gt; https://t.co/xdp58howem #engineering #jobhired https://t.co/vsoqh6li4f,22
2306,Looking for a great part-time job? #Housekeeper position in #Columbus #MN --  http://t.co/cOWsX60nFH -- #nowhiring #cleaning #hospitality,0,looking for a great part-time job? #housekeeper position in #columbus #mn --  http://t.co/cowsx60nfh -- #nowhiring #cleaning #hospitality,18
3436,Atlantic Division teammates? Some intern is getting fired today. #NHLAllStar https://t.co/XYgIUPubJA,0,atlantic division teammates? some intern is getting fired today. #nhlallstar https://t.co/xygiupubja,11
242,Got hired for a new job today. Pays $4 more than my current job full time + benefits. Moving up in the world!,1,got hired for a new job today. pays $4 more than my current job full time + benefits. moving up in the world!,23
6389,I was laid off in 2007 you are not owed anything other than the pay check for hours worked. Regardless who you are,0,i was laid off in 2007 you are not owed anything other than the pay check for hours worked. regardless who you are,23
4071,I GOT HIRED TODAY THE DUDE IS ACTING WEIRD NO WORRIES THE JOB I WANT IS GETTING READY TO CALL ME BAC SO ON IT WAS ON HOLD SOMETHING HAPPEN,1,i got hired today the dude is acting weird no worries the job i want is getting ready to call me bac so on it was on hold something happen,30
1949,I recently started working at a new job and now I have weekends off and a normal schedule and I don’t have to dread the weekend anymore,1,i recently started working at a new job and now i have weekends off and a normal schedule and i don’t have to dread the weekend anymore,27
5432,Leaving work and knowing you have to be back in less than 9 hours feels how comm arts smelled earlier this week bad.,0,leaving work and knowing you have to be back in less than 9 hours feels how comm arts smelled earlier this week bad.,23
1892,i wonder if I should write about being laid off multiple times...and the stages of grief,0,i wonder if i should write about being laid off multiple times...and the stages of grief,16
9343,Tomorrow Im going to a conference for my business internship that I still dont know how I got hired for??? What is going on this weekend,1,tomorrow im going to a conference for my business internship that i still dont know how i got hired for??? what is going on this weekend,26
5031,When I started working there 3 people got fired for missing days. Now 1 of my co workers is walking on egg shells,0,when i started working there 3 people got fired for missing days. now 1 of my co workers is walking on egg shells,23
2983,Weird state of my life. Yesterday I was being interviewed for a position today I was interviewing people for a position.,1,weird state of my life. yesterday i was being interviewed for a position today i was interviewing people for a position.,21
7919,Jamba called me off again today...should I just quit before they fire me???,0,jamba called me off again today...should i just quit before they fire me???,13
7829,I recently quit my job so Im feeling pretty useless at the moment. Im too nervous to find a new one bc Im a piece of shit.,0,i recently quit my job so im feeling pretty useless at the moment. im too nervous to find a new one bc im a piece of shit.,27
4528,#BreakingNews: Shots fired at Harrisburg Mall Spring Carnival https://t.co/sTOs8lma8W,0,#breakingnews: shots fired at harrisburg mall spring carnival https://t.co/stos8lma8w,9
3234,Looking for a job in Operations?  is hiring! $1000 bonus - Sign up to drive   #fired #layoff #work https://t.co/oWl7EkHh8N https://t.co/ETbCoH8rnn,0,looking for a job in operations?  is hiring! $1000 bonus - sign up to drive   #fired #layoff #work https://t.co/owl7ekhh8n https://t.co/etbcoh8rnn,23
6529,I Got hired and cause of that shut down shit now I got fired before I started and I was gonna start tomorrow  Lol smh Im mad,1,i got hired and cause of that shut down shit now i got fired before i started and i was gonna start tomorrow  lol smh im mad,28
7882,Just started a new job 2 days ago. Tomorrow already got another job interview . So Ima quit my new job and get the other one 😎😂,1,just started a new job 2 days ago. tomorrow already got another job interview . so ima quit my new job and get the other one 😎😂,27
6244,BP International posted a job you might be interested in: Regional Information Security Officer (RISO) GTEL - London United Kingdom GB.,0,bp international posted a job you might be interested in: regional information security officer (riso) gtel - london united kingdom gb.,21
3580,I cant wait till I get a job so I can tweet about actual accomplishments instead of how drunk I am all the time #unemployment,0,i cant wait till i get a job so i can tweet about actual accomplishments instead of how drunk i am all the time #unemployment,25
5555,Chicago: No experience required ! Recent college grads laid off or new career? -  (Gurnee) http://t.co/yXufOodXYl #eBC #Jobs,0,chicago: no experience required ! recent college grads laid off or new career? -  (gurnee) http://t.co/yxufoodxyl #ebc #jobs,19
1994,Ever since I started working at my new job Ive been watchin reality tv less and less now. I will be watch LHHATL tho next Monday!!!,1,ever since i started working at my new job ive been watchin reality tv less and less now. i will be watch lhhatl tho next monday!!!,26
3328,Got fired for two hours then rehired. Wtff #NOBITCH I need to start looking for a new job,1,got fired for two hours then rehired. wtff #nobitch i need to start looking for a new job,18
7005,Fired Fed Up or Just Ready for Change? Here are Your 10 Next Right Career Moves http://t.co/xkV3IqzIAl #career #jobhunt #recruiting,0,fired fed up or just ready for change? here are your 10 next right career moves http://t.co/xkv3iqzial #career #jobhunt #recruiting,20
6093,@RaLphy_ReLLo Sears hired me lol,1,@ralphy_rello sears hired me lol,5
1230,You might be keeping someone else from what they love to do while you spend pastoral hours doing admin work. #getanassistant,0,you might be keeping someone else from what they love to do while you spend pastoral hours doing admin work. #getanassistant,21
254,Got hired today by just luck. Rewarding my week of sobriety by celebrating being employed again. http://t.co/Qlm6pfvEDV,1,got hired today by just luck. rewarding my week of sobriety by celebrating being employed again. http://t.co/qlm6pfvedv,17
3709,My new job has an office dog. THIS IS THE BEST PLACE ON EARTH. THANK YOU FOR BLESSING ME WITH THIS OPPORTUNITY,1,my new job has an office dog. this is the best place on earth. thank you for blessing me with this opportunity,22
6004,RT @ArmandoSalguero: Heres the link to the blog on Dennis Hickey being hired as Dolphins new GM: http://t.co/R7AL8gZKSD,0,rt @armandosalguero: heres the link to the blog on dennis hickey being hired as dolphins new gm: http://t.co/r7al8gzksd,18
2995,My new boss is the nicest guy. Actually looking forward to start working,1,my new boss is the nicest guy. actually looking forward to start working,13
1964,my new job started only scheduling me for Monday and Wednesday and like that is not enough money for me at all so I might quit,1,my new job started only scheduling me for monday and wednesday and like that is not enough money for me at all so i might quit,26
8529,Wow I walked into a restaurant today to get a server job and walked out hired to do several websites for them and maybe a lot more.,1,wow i walked into a restaurant today to get a server job and walked out hired to do several websites for them and maybe a lot more.,27
99,I got hired 4 Jamba Juice God is Good,1,i got hired 4 jamba juice god is good,9
7836,Im sitting at my new job 15 minutes before my first shift &amp; its so busy I want to quit.,1,im sitting at my new job 15 minutes before my first shift &amp; its so busy i want to quit.,20
2398,Anyone selling their iPhone 5 on Verizon??,0,anyone selling their iphone 5 on verizon??,7
6264,RT @continimarco: Microsoft posted a job you might be interested in: DATACENTER OPERATIONS MANAGER - Washington D.C. Metro Area US.,0,rt @continimarco: microsoft posted a job you might be interested in: datacenter operations manager - washington d.c. metro area us.,20
928,Got hired to be a music reviewer again next semester but idk if I should take the position or not? Hmm.. decisions decisions.,1,got hired to be a music reviewer again next semester but idk if i should take the position or not? hmm.. decisions decisions.,23
3427,This guy seriously got fired? Someone else hire him stat. http://t.co/1Sx0yUrLV9,0,this guy seriously got fired? someone else hire him stat. http://t.co/1sx0yurlv9,11
1646,I need Tony Montanas life so therefore Im quitting work and moving to Cuba.,0,i need tony montanas life so therefore im quitting work and moving to cuba.,14
2234,So technically Im unemployed now. At least until Monday morning. ;),1,so technically im unemployed now. at least until monday morning. ;),11
1509,Today I worked 6:30am-8:30pm get on my level,0,today i worked 6:30am-8:30pm get on my level,8
5471,I was given a opportunity earlier this week involving my film work. It could risk filming lots of players in the Big 8 and making mixtapes.,1,i was given a opportunity earlier this week involving my film work. it could risk filming lots of players in the big 8 and making mixtapes.,26
88,I went on a job interview today and broke my sandal and had to duct tape it to my foot so if I dont get hired someones buying me new shoes,0,i went on a job interview today and broke my sandal and had to duct tape it to my foot so if i dont get hired someones buying me new shoes,31
3760,Looking to get fit or lose weight in 2016? Here’s what you need - Crossroads Today https://t.co/O1EK9G5Gcs,0,looking to get fit or lose weight in 2016? here’s what you need - crossroads today https://t.co/o1ek9g5gcs,17
6744,I recently started a new position and I truly feel as though I am at the right place doing the right thing at the right time! #lifeisgreat,1,i recently started a new position and i truly feel as though i am at the right place doing the right thing at the right time! #lifeisgreat,27
4431,Financial Sector and Crude Oil Push U.S. Equity Markets Higher February 12th 2016: I am currently on the side... https://t.co/IRBZeOcjjo,0,financial sector and crude oil push u.s. equity markets higher february 12th 2016: i am currently on the side... https://t.co/irbzeocjjo,20
7007,What is the thing that helps a new mother suffering the pangs of postnatel depression to keep going? What about the newly fired husband &amp; father of five what helps him to get out of his bed of depression &amp; get out to look for a new job?...#HOPE,0,what is the thing that helps a new mother suffering the pangs of postnatel depression to keep going? what about the newly fired husband &amp; father of five what helps him to get out of his bed of depression &amp; get out to look for a new job?...#hope,48
3536,Mrk d Scotts position as Managing Director of the ABC is untenable after this week.,0,mrk d scotts position as managing director of the abc is untenable after this week.,15
4287,Young unemployed Spaniards are saying adios to their homeland and fleeing to London via @globalpost - http://t.co/kj9Pgakyrl,0,young unemployed spaniards are saying adios to their homeland and fleeing to london via @globalpost - http://t.co/kj9pgakyrl,17
7038,Some people lost Money Credit cards &amp; Passports in #Jamaica I lost my 2nd job. #Next #GoodByeMondayOke #NowSmokeWeed,0,some people lost money credit cards &amp; passports in #jamaica i lost my 2nd job. #next #goodbyemondayoke #nowsmokeweed,18
3835,Unemployed? 7 ways to manage your money: Managing finances when you are unemployed can feel scary frustrating... https://t.co/nFWIxtUh87,0,unemployed? 7 ways to manage your money: managing finances when you are unemployed can feel scary frustrating... https://t.co/nfwixtuh87,18
1417,Unemployed Under-Employed Unhappily Employed? Find jobs &amp; career solutions on LinkedIn in JCD The Job Seeker &amp;... http://t.co/P7tLPmcrn7,0,unemployed under-employed unhappily employed? find jobs &amp; career solutions on linkedin in jcd the job seeker &amp;... http://t.co/p7tlpmcrn7,18
3056,First week at the new job is going well so happy im working again in my industry i think i need to buy some shoe insoles though.,1,first week at the new job is going well so happy im working again in my industry i think i need to buy some shoe insoles though.,27
3975,Literally lost a job and 5 min later got hired somewhere else #peopleskills #closeddoor #openwindow #happy #lucky,1,literally lost a job and 5 min later got hired somewhere else #peopleskills #closeddoor #openwindow #happy #lucky,17
2823,I finally got hire at walmart I been working at walgreens for like 3 and a half months. Tomorrow my last day at walgreens,1,i finally got hire at walmart i been working at walgreens for like 3 and a half months. tomorrow my last day at walgreens,24
1168,Got laid off and rehired by the same people as full time 1-2 weeks later..,1,got laid off and rehired by the same people as full time 1-2 weeks later..,15
6584,Bad day at work today I got fired but  its cool. Im just mad a midget fired me tho lol,0,bad day at work today i got fired but  its cool. im just mad a midget fired me tho lol,21
6144,With this new position I dont get paid for my 6th shift but I can parlay it to an extra day off.,1,with this new position i dont get paid for my 6th shift but i can parlay it to an extra day off.,22
5008,Today at work everyone got fired because its impossible to have good security on The Cyber. Kinda bummed to lose the job but its the truth,0,today at work everyone got fired because its impossible to have good security on the cyber. kinda bummed to lose the job but its the truth,26
5090,I got my last check from my old job yesterday and will get a check from my new job right on time in exactly two weeks.. that worked out well,1,i got my last check from my old job yesterday and will get a check from my new job right on time in exactly two weeks.. that worked out well,30
4647,Yaaaaas quit my job today and got hired at another 👌👏🙌💯,1,yaaaaas quit my job today and got hired at another 👌👏🙌💯,11
1672,My Assignment at my job ends today. Quit my delivery job on weekends but I got interview Monday and Footba season almost back at metlife !,0,my assignment at my job ends today. quit my delivery job on weekends but i got interview monday and footba season almost back at metlife !,26
2909,I applied for 18 positions  same day one phone interview next day a personal interview 2 days later were hired with top pay and benefits.,1,i applied for 18 positions  same day one phone interview next day a personal interview 2 days later were hired with top pay and benefits.,26
4848,Now youre unemployed,0,now youre unemployed,3
2555,Looking for a teaching or education position? @cityyear @cschools &amp; @AUSLChicago are attending the Winter Career &amp; Internship Fair,0,looking for a teaching or education position? @cityyear @cschools &amp; @auslchicago are attending the winter career &amp; internship fair,19
3676,I start that new job Wednesday at 6 am. I gotta stop this bullshit 3 am stuff,1,i start that new job wednesday at 6 am. i gotta stop this bullshit 3 am stuff,17
1648,I  just quit life and am moving to England or just crawling in a hole to die or idk bye.,0,i  just quit life and am moving to england or just crawling in a hole to die or idk bye.,21
3850,BUT HEY I START TWO NEW JOBS IN THE NEXT TWO DAYS AFTER 6 MONTHS OF UNEMPLOYMENT SO YAY ME,1,but hey i start two new jobs in the next two days after 6 months of unemployment so yay me,20
5035,My now ex boss got fired for coming to work drunk in her pajamasIronic how she almost fired me for apparently not doing my jobKarma lol,0,my now ex boss got fired for coming to work drunk in her pajamasironic how she almost fired me for apparently not doing my jobkarma lol,26
7837,TODAYS PUNI recently quit my job as a butler at a very stately home.  I didnt like being ordered around in that manor.,0,todays puni recently quit my job as a butler at a very stately home.  i didnt like being ordered around in that manor.,24
7502,I am spending nights and days working on building my company so I can create jobs unemployed people in NYC. Its not easy but its worth it.,0,i am spending nights and days working on building my company so i can create jobs unemployed people in nyc. its not easy but its worth it.,27
7340,Im tied of working 70+ hrs a week Im quitting and getting unemployment idgaf 😂,0,im tied of working 70+ hrs a week im quitting and getting unemployment idgaf 😂,15
8868,Today has been an overly stressful day. The HRS literally does not know why I got hired Im getting paid late Im legit broke ugh!,1,today has been an overly stressful day. the hrs literally does not know why i got hired im getting paid late im legit broke ugh!,25
6496,I am currently looking to fill a full time Employment Specialist position on my King County (Shoreline to SeaTac) team…http://t.co/rIRpM8bP,0,i am currently looking to fill a full time employment specialist position on my king county (shoreline to seatac) team…http://t.co/rirpm8bp,20
3044,So we did secret Santa at work... and I got the girl I recently got into it with. I think this is a sign I need a new job,0,so we did secret santa at work... and i got the girl i recently got into it with. i think this is a sign i need a new job,29
6028,Dale Carnegie graduates have a higher job satisfaction and better relationship with their supervisors at work. http://t.co/SaeJZkuOmq,0,dale carnegie graduates have a higher job satisfaction and better relationship with their supervisors at work. http://t.co/saejzkuomq,17
617,Does anybody know someone that is looking to get hired? Microsoft Dynamics CRM Consultant - http://t.co/F71ZI4ekDG #FMTway,0,does anybody know someone that is looking to get hired? microsoft dynamics crm consultant - http://t.co/f71zi4ekdg #fmtway,17
9339,P.s. i got hired at applebees today guys,1,p.s. i got hired at applebees today guys,8
4236,my manager just called me to let me know Ive been fired https://t.co/hpJM91JvNf,0,my manager just called me to let me know ive been fired https://t.co/hpjm91jvnf,13
8832,I got hired 2 weeks ago and have not been scheduled to work 🙄,1,i got hired 2 weeks ago and have not been scheduled to work 🙄,14
4756,Anyone know any places hiring?? SOS,0,anyone know any places hiring?? sos,6
9350,Got hired at best buy mobile last week &amp;amp; today I have an interview with FedEx for a customer service rep position! #needthat,1,got hired at best buy mobile last week &amp;amp; today i have an interview with fedex for a customer service rep position! #needthat,23
7092,First night at my new job was so much fun... Yaaaay Michelles not unemployed anymore!!!!😝,1,first night at my new job was so much fun... yaaaay michelles not unemployed anymore!!!!😝,15
7830,I recently quit my job to make $5641 from my phone PRESS THE LINK INSIDE BIO to do it too https://t.co/uqpGSxmwfv,0,i recently quit my job to make $5641 from my phone press the link inside bio to do it too https://t.co/uqpgsxmwfv,21
7438,Someone should write a book How to get fired &amp; still receive unemployment..,0,someone should write a book how to get fired &amp; still receive unemployment..,13
81,Got hired and unhired because I tested positive good morning,1,got hired and unhired because i tested positive good morning,10
6929,Ill be interested to hear Jerry Jones explanation for firing Rob Ryan. It wont be better than Robs reaction to being fired thats for sure,0,ill be interested to hear jerry jones explanation for firing rob ryan. it wont be better than robs reaction to being fired thats for sure,25
4066,I got hired at a job yesterday but Im quitting today because a better job came along does that look bad?,1,i got hired at a job yesterday but im quitting today because a better job came along does that look bad?,21
2495,Its a good time to be an #ExecutiveChef. Its an even better time to be an Executive Chef whos looking for a new job. Heres one opportunity (of many) available through @EHSGetHired  : https://t.co/VbQ60Bucup,0,its a good time to be an #executivechef. its an even better time to be an executive chef whos looking for a new job. heres one opportunity (of many) available through @ehsgethired  : https://t.co/vbq60bucup,35
4943,No longer unemployed in the last 2 weeks I got 2 jobs today I got hired at Sprouts #happytobeworkingagain,1,no longer unemployed in the last 2 weeks i got 2 jobs today i got hired at sprouts #happytobeworkingagain,19
593,Did anyone else get hired at the mall for seasonal???,1,did anyone else get hired at the mall for seasonal???,10
3314,i got fired and then rehired haha,1,i got fired and then rehired haha,7
8564,My job told me today that my position is going away  fuck my life,0,my job told me today that my position is going away  fuck my life,15
3359,I Got Fired  &amp; Rehired lol,1,i got fired  &amp; rehired lol,7
111,Ya girl got hired to cocktail and possibly bartend at one of the busiest bars in town will I finally be out of debt?? Well see,1,ya girl got hired to cocktail and possibly bartend at one of the busiest bars in town will i finally be out of debt?? well see,26
8362,Just found out after only a week of working at Loth @H_Jutz and I have been laid off. This is awesome.,1,just found out after only a week of working at loth @h_jutz and i have been laid off. this is awesome.,21
2501,Side note: If you wonder what may be a reason of you not getting hired then look at your social media. Employers look at it.,0,side note: if you wonder what may be a reason of you not getting hired then look at your social media. employers look at it.,25
5597,I am looking for moms  dads  students full time employees ready to quit their 40 hr jobs  people… https://t.co/eqKm4WGJbI,0,i am looking for moms  dads  students full time employees ready to quit their 40 hr jobs  people… https://t.co/eqkm4wgjbi,22
3332,Quit my job last night got hired on the spot this morning.,1,quit my job last night got hired on the spot this morning.,12
4014,Here at my new job but the dude who hired me is late #Whaaa,1,here at my new job but the dude who hired me is late #whaaa,14
4461,Let me ask this again lol. Is anyone hiring.? Coming back home in 5 days and need a job .!,0,let me ask this again lol. is anyone hiring.? coming back home in 5 days and need a job .!,20
9020,Now at my new corporate position. I go in at 10:30 and cant even wake up at 7:30 to go run. And Im sleeping earlier. Dont understand.,1,now at my new corporate position. i go in at 10:30 and cant even wake up at 7:30 to go run. and im sleeping earlier. dont understand.,27
7740,I am currently exhausting digested waste from my anal sphincter.,0,i am currently exhausting digested waste from my anal sphincter.,10
2645,Looking for some inspiration to get off the couch? Here are some quotes to get you fired up! http://t.co/bj9ACajOwe,0,looking for some inspiration to get off the couch? here are some quotes to get you fired up! http://t.co/bj9acajowe,19
5799,My job makes me feel simultaneously unemployed and like a real adult and tbh I love it,0,my job makes me feel simultaneously unemployed and like a real adult and tbh i love it,17
80,I got hired as a camp counselor for short term teaching chorus and adventure time at Camp Waldemar!!!! Today is good. God is good.,1,i got hired as a camp counselor for short term teaching chorus and adventure time at camp waldemar!!!! today is good. god is good.,24
7028,Lost my girlfriend and job in less than 24 hrs best day ever :),0,lost my girlfriend and job in less than 24 hrs best day ever :),14
9492,Yay I got the job! No longer unemployed!,1,yay i got the job! no longer unemployed!,8
2962,I lost followers for announcing my new position as a software developer. Niggas is haters forreal,1,i lost followers for announcing my new position as a software developer. niggas is haters forreal,16
4084,Except I did get hired today it was fun,1,except i did get hired today it was fun,9
1671,Went to work today because the bitch quit I am happy she is gone.  She keep telling me what a bad boss I was. But I know if I fired her,0,went to work today because the bitch quit i am happy she is gone.  she keep telling me what a bad boss i was. but i know if i fired her,32
5849,Whos hiring?! So I can quit my current job,0,whos hiring?! so i can quit my current job,9
5413,Earlier I was told I need a raise and Ive only been here for 2 weeks. #HardWorker,1,earlier i was told i need a raise and ive only been here for 2 weeks. #hardworker,17
9162,Getting laid off was a real punch in the gut but my job @GRIcommerce has morphed into possibly the best imaginable fit for me.,1,getting laid off was a real punch in the gut but my job @gricommerce has morphed into possibly the best imaginable fit for me.,24
3960,I quit a job  got hired the next day  quit that job  got hired at my old job again . Jeeeeez I need to get it together lol,1,i quit a job  got hired the next day  quit that job  got hired at my old job again . jeeeeez i need to get it together lol,31
3232,I find frustrating that I learn on the internet our region commissioner was fired and a new one appointed. how about a phone call or email?,0,i find frustrating that i learn on the internet our region commissioner was fired and a new one appointed. how about a phone call or email?,26
9228,Has anyone asked to let go of their staff position to become freelance instead? https://t.co/d8BrsHYuCu #freelancer,0,has anyone asked to let go of their staff position to become freelance instead? https://t.co/d8brshyucu #freelancer,16
6160,Ive been at my new job for a month now &amp; my boss is already offering me a permanent job. So excited 😭one step closer to higher positions 👌🏼,1,ive been at my new job for a month now &amp; my boss is already offering me a permanent job. so excited 😭one step closer to higher positions 👌🏼,29
3242,My boss is interviewing someone for the position my friend had who just got fired Thursday. I want to cry 😭,0,my boss is interviewing someone for the position my friend had who just got fired thursday. i want to cry 😭,21
7842,Well after four days at my new job my boss has quit and so now i am the most senior woman there and will be running things in the house lmao,1,well after four days at my new job my boss has quit and so now i am the most senior woman there and will be running things in the house lmao,31
6186,I just got offered a full time clerical position in an office but I just started working at In shape idk what to do?!,1,i just got offered a full time clerical position in an office but i just started working at in shape idk what to do?!,24
6564,My manager talked shit about @DezBryant today I had to check his ass. Almost got fired.,0,my manager talked shit about @dezbryant today i had to check his ass. almost got fired.,16
184,Came to a call center today to apply and I got in! Training for 2 week at over 9$hr &amp; after 45 days of working it goes up to 10$! 😍😃😁🙏,1,came to a call center today to apply and i got in! training for 2 week at over 9$hr &amp; after 45 days of working it goes up to 10$! 😍😃😁🙏,31
8335,My boss decided to up my pay to 12$ an hour instead of 10$. 1 week ago I was working here through a temp agency now Im hired. #blessings,1,my boss decided to up my pay to 12$ an hour instead of 10$. 1 week ago i was working here through a temp agency now im hired. #blessings,29
86,I got hired to cook fathers day dinner tomorrow...cuz Im nice in the kitchen.,1,i got hired to cook fathers day dinner tomorrow...cuz im nice in the kitchen.,14
4862,Honestly  Im So unemployed Im going to go out on 3 tinder dates a day for free breakfast lunch and dinner,0,honestly  im so unemployed im going to go out on 3 tinder dates a day for free breakfast lunch and dinner,22
307,I have been uber productive today like I got so much done Im so proud of myself like wow good job me.,0,i have been uber productive today like i got so much done im so proud of myself like wow good job me.,22
6846,Jobs you may be interested in: Fireworks TechnicianThanks Career Builder.,0,jobs you may be interested in: fireworks technicianthanks career builder.,10
2439,Just got hired yesterday but have a job interview tomorrow. CFA or FL?!?,1,just got hired yesterday but have a job interview tomorrow. cfa or fl?!?,13
380,I am looking for a variety of #indoor #cycling #skillsanddrills workouts. I have a library full just looking for new ideas.,0,i am looking for a variety of #indoor #cycling #skillsanddrills workouts. i have a library full just looking for new ideas.,21
