id,text,InformationType_label,ProcessedText
3309,My club fired me last night I called this morning and told them Im filing a lawsuit they rehired me so fast😩😂😂😂,0,my club fired me last night i called this morning and told them im filing a lawsuit they rehired me so fast😩😂😂😂
525,I got fired from my new job because of a family members behavior my fish fell down the food… https://t.co/kjHtS5PmeN,1,i got fired from my new job because of a family members behavior my fish fell down the food… https://t.co/kjhts5pmen
7384,My employment has been rocky this year. I quit my job today after my supervisor threw her badge at me.  I needed her credentials for my refund request for a customer. New job stars next week Nebraska this weekend to see family!! Short vacation!!,1,my employment has been rocky this year. i quit my job today after my supervisor threw her badge at me.  i needed her credentials for my refund request for a customer. new job stars next week nebraska this weekend to see family!! short vacation!!
1374,Interested in a #job near #Mesquite TX? This could be a great fit: https://t.co/ZCr5SbNmdN #Legal #Hiring #CareerArc,0,interested in a #job near #mesquite tx? this could be a great fit: https://t.co/zcr5sbnmdn #legal #hiring #careerarc
4268,Unemployed Man Spent $2.10  Million On Cars Strippers  https://t.co/InSfdaH0Ws,1,unemployed man spent $2.10  million on cars strippers  https://t.co/insfdah0ws
1412,Seeking Employment Opportunities/Underemployed/Unemployed? Be Your Own Boss! - Register now http://t.co/RrG1tTKE1g http://t.co/PFetXsLoI5,0,seeking employment opportunities/underemployed/unemployed? be your own boss! - register now http://t.co/rrg1ttke1g http://t.co/pfetxsloi5
2742,#Job #Kingston Sales Associate: Kingston Position Summary*. Responsible for providing exceptional customer ser... http://t.co/1he8W9iNDB,0,#job #kingston sales associate: kingston position summary*. responsible for providing exceptional customer ser... http://t.co/1he8w9indb
894,Looking for C2C companies with  Sr. Java Developers with EADs....4 positions open ! Message me for details,0,looking for c2c companies with  sr. java developers with eads....4 positions open ! message me for details
2072,Looking for a new #career as an Administrative Assistant? Get hired here by doing this one thing http://t.co/hPzi6392Dl,0,looking for a new #career as an administrative assistant? get hired here by doing this one thing http://t.co/hpzi6392dl
3848,Annnnnd now I am officially unemployed.,1,annnnnd now i am officially unemployed.
4947,Anybody hiring ?!?!?! ya girl needs a job,1,anybody hiring ?!?!?! ya girl needs a job
4968,Anyone know where they are hiring ??! Need a new job I hate mine already I have to patience for my GM !,0,anyone know where they are hiring ??! need a new job i hate mine already i have to patience for my gm !
7539,Looking for a new opportunity? Bartlett &amp; West is seeking a public works focused manager to work in Fort Worth TX. https://t.co/6Ni26cVNH1,0,looking for a new opportunity? bartlett &amp; west is seeking a public works focused manager to work in fort worth tx. https://t.co/6ni26cvnh1
3471,So I applied for a new position earlier this week and not they’re telling us today that the kind of position I applied for is no longer going to be the same and that shit’s on hold AGAIN and I’ll have to re-apply eventually which is cool and nice and fun.,0,so i applied for a new position earlier this week and not they’re telling us today that the kind of position i applied for is no longer going to be the same and that shit’s on hold again and i’ll have to re-apply eventually which is cool and nice and fun.
4091,I GOT HIRED TODAY HELL YEAH http://t.co/aU08Pl890N,0,i got hired today hell yeah http://t.co/au08pl890n
4894,Anyone looking for this kind of work? RT @JobrepUS: HVAC Technician - Pinehurst NC #job #hiring http://t.co/fZX4urJl4F,0,anyone looking for this kind of work? rt @jobrepus: hvac technician - pinehurst nc #job #hiring http://t.co/fzx4urjl4f
6115,Cisco posted a job you might be interested in: Workplace Manager - Shanghai City China CN.,0,cisco posted a job you might be interested in: workplace manager - shanghai city china cn.
2187,Today was a fail and tomorrow is Monday. Oh wait I graduated and Im unemployed! Tomorrow will be fine haha,1,today was a fail and tomorrow is monday. oh wait i graduated and im unemployed! tomorrow will be fine haha
2705,#Intel: #Multiple #Positions For Wounded Ill or Injured Veterans in New Mexico and Oregon in #Hillsboro #job http://t.co/rr9v5vG1fu,0,#intel: #multiple #positions for wounded ill or injured veterans in new mexico and oregon in #hillsboro #job http://t.co/rr9v5vg1fu
3813,Being unemployed has me so bored omg 🙄,1,being unemployed has me so bored omg 🙄
1162,Just got laid off whose hiring,1,just got laid off whose hiring
4830,Since I am now unemployed...-I dont have to drive anywhere tomorrow in the snow-I dont have to listen to shitty people say shitty things,1,since i am now unemployed...-i dont have to drive anywhere tomorrow in the snow-i dont have to listen to shitty people say shitty things
3215,God is good laid off almost two months ago. Now finally multiple offers and meetings for positions that are not... http://t.co/qhQ6oE7vEp,1,god is good laid off almost two months ago. now finally multiple offers and meetings for positions that are not... http://t.co/qhq6oe7vep
3774,cant believe i was just unemployed 50K divorce debt 40K hit by IRS no health insurance forced to buy it from the government or be fined..,1,cant believe i was just unemployed 50k divorce debt 40k hit by irs no health insurance forced to buy it from the government or be fined..
5459,Laid Off From Work? Watch This FREE Video And Learn How To Make Money Online. #workathome   #motivation. https://t.co/3pcGB0MSit,0,laid off from work? watch this free video and learn how to make money online. #workathome   #motivation. https://t.co/3pcgb0msit
5796,Now hiring a professional fly &amp;amp; mosquito killer. Any takers?,0,now hiring a professional fly &amp;amp; mosquito killer. any takers?
5227,I am now unemployed and there is nothing to blame except for #ObamaCare #AffordableCareAct   #ThanksObama,1,i am now unemployed and there is nothing to blame except for #obamacare #affordablecareact   #thanksobama
2257,Ad: Unemployed? Looking for a new Job or Career? Work at Home Positions avail $80-$90 a hr http://t.co/GSqMoc2L,0,ad: unemployed? looking for a new job or career? work at home positions avail $80-$90 a hr http://t.co/gsqmoc2l
2964,UH sucks so bad. Lost my job becuz of funding and now every position I try to apply for cant hire me becuz of funding -_-,1,uh sucks so bad. lost my job becuz of funding and now every position i try to apply for cant hire me becuz of funding -_-
4745,I am opening 4 commission spots at half price since I am unemployed. $25 each for pencil &amp; inks single figure! Email tweet or DM me!,1,i am opening 4 commission spots at half price since i am unemployed. $25 each for pencil &amp; inks single figure! email tweet or dm me!
4626,I quit a job today &amp; got two other job offers 😏,1,i quit a job today &amp; got two other job offers 😏
7276,@johnurschel Im searching at the Development Director level in MA. I was laid off in January.,1,@johnurschel im searching at the development director level in ma. i was laid off in january.
3683,New job offer opening up a lot of opportunities for me Im very excited about the possibilities,0,new job offer opening up a lot of opportunities for me im very excited about the possibilities
2314,Looking for a new job? #qualifiedstaffing #hotjobs #employmentnews http://t.co/T4kupFlIMl http://t.co/99reXJl3RF,0,looking for a new job? #qualifiedstaffing #hotjobs #employmentnews http://t.co/t4kupfliml http://t.co/99rexjl3rf
327,i am thinking of changing my internship workplace if it is Gods will and i am searching for a place  http://t.co/GuAdDjDAku #pray #prayer,0,i am thinking of changing my internship workplace if it is gods will and i am searching for a place  http://t.co/guaddjdaku #pray #prayer
2186,Last Saturday was my last day of work at Sukis. Being unemployed feels strange..lol,1,last saturday was my last day of work at sukis. being unemployed feels strange..lol
7182,Hewlett-Packard posted a job you might be interested in: Backup and Restore(Recovery) Engineer - Bengaluru Area India IN.,0,hewlett-packard posted a job you might be interested in: backup and restore(recovery) engineer - bengaluru area india in.
6719,Ron Jon just fired me because I forgot about my shift today sorry I was asleep on my bathroom floor,1,ron jon just fired me because i forgot about my shift today sorry i was asleep on my bathroom floor
4356,I am currently working with client in Uptown Dallas that is in the venture capital/private equity space and is looking to bring on a Staff …,0,i am currently working with client in uptown dallas that is in the venture capital/private equity space and is looking to bring on a staff …
2099,Looking to relocate? Join PepsiCo as a Sales District Leader - Designate. Apply: https://t.co/YjsNFaLOQ3 #GetHired #Career,0,looking to relocate? join pepsico as a sales district leader - designate. apply: https://t.co/yjsnfaloq3 #gethired #career
4099,I just got hired as a electrician and I start tomorrow,0,i just got hired as a electrician and i start tomorrow
6858,Hell yeah Im unemployed my baby daddy down my back.,1,hell yeah im unemployed my baby daddy down my back.
5236,My mom is the busiest retired person I know and I am the busiest unemployed person I know :-) Together we are M&amp;M.,1,my mom is the busiest retired person i know and i am the busiest unemployed person i know :-) together we are m&amp;m.
5130,Fired? Laid Off? Join me TODAY and make money FROM HOME! - Classified Ad http://t.co/zKoS2EG3Ud  via @sharethis,0,fired? laid off? join me today and make money from home! - classified ad http://t.co/zkos2eg3ud  via @sharethis
324,I am searching to work for a company/department that develops clean technology. https://t.co/EFVYYkaxPu,0,i am searching to work for a company/department that develops clean technology. https://t.co/efvyykaxpu
5496,Being laid off sucks. So they say there is about 80 to 100 applicants to each available job. So should I apply 80 to 100 times to get hired?,1,being laid off sucks. so they say there is about 80 to 100 applicants to each available job. so should i apply 80 to 100 times to get hired?
94,Today I got proletariatainized... Got hired on permanently at a company.,0,today i got proletariatainized... got hired on permanently at a company.
4822,Im watching the Doctor Who 50th Anniversary Special because Im a big Doctor Who fan and Im also very unemployed.,1,im watching the doctor who 50th anniversary special because im a big doctor who fan and im also very unemployed.
5643,Just got laid off... am I too late for recruiting? http://t.co/2585gBm2qc,1,just got laid off... am i too late for recruiting? http://t.co/2585gbm2qc
6337,I am actively seeking a position in Customs Compliance. Please contact me at senta.schreiber@gmail.com.,0,i am actively seeking a position in customs compliance. please contact me at senta.schreiber@gmail.com.
7612,Looking for a job?  Quick Med Claims has work at home positions available for qualified applicants.  www.quickmedclaims/employment.php,0,looking for a job?  quick med claims has work at home positions available for qualified applicants.  www.quickmedclaims/employment.php
2290,Looking for a job a new career or more job satisfaction? 51 Career and Job Affirmations. http://t.co/Zkv30ItwAy,0,looking for a job a new career or more job satisfaction? 51 career and job affirmations. http://t.co/zkv30itway
723,Iowa Supreme Court says a woman can be fired for being too irresistible. I am unemployed. COINCIDENCE?!?!,1,iowa supreme court says a woman can be fired for being too irresistible. i am unemployed. coincidence?!?!
5690,Being unemployed helps you make discoveries! Today I discovered Boy Meets World is on tv in the middle of the day! #discovery,1,being unemployed helps you make discoveries! today i discovered boy meets world is on tv in the middle of the day! #discovery
2181,Searching for #work in Cleveland OH? Send your #resume to Colliers International. http://t.co/kQyGqqjYfq #gethired,0,searching for #work in cleveland oh? send your #resume to colliers international. http://t.co/kqygqqjyfq #gethired
6035,First day on my new position and mid day thru it all my boss hands me a beer. Life is good!,0,first day on my new position and mid day thru it all my boss hands me a beer. life is good!
5239,I hate late hours like this I get in my feelings bc Im still unemployed,1,i hate late hours like this i get in my feelings bc im still unemployed
3152,I got laid off earlier this month so I started a blog. Check it out! https://t.co/YJbRTiFuiE. #ThePinkSlip #UnemployedAndAnnoyed,1,i got laid off earlier this month so i started a blog. check it out! https://t.co/yjbrtifuie. #thepinkslip #unemployedandannoyed
3110,So I quit my job yesterday LOL,1,so i quit my job yesterday lol
496,Well I didnt get fired on my first day at my new big girl job so thats something I can be proud of for fifteen minutes.,0,well i didnt get fired on my first day at my new big girl job so thats something i can be proud of for fifteen minutes.
4651,I quit my job today...,1,i quit my job today...
5222,I love a challenge and thrive on proving people wrong so yes compliments are the reason Im unemployed,1,i love a challenge and thrive on proving people wrong so yes compliments are the reason im unemployed
7289,I found out today that due to corporate budget cuts the Quality/Health &amp; Safety position is no longer needed. As such Ive been laid off.,1,i found out today that due to corporate budget cuts the quality/health &amp; safety position is no longer needed. as such ive been laid off.
1953,At my new job some guy had a dog in his office &amp; I asked my boss about it &amp; he casually told me they sometimes just BRING DOGS TO WORK!!!,0,at my new job some guy had a dog in his office &amp; i asked my boss about it &amp; he casually told me they sometimes just bring dogs to work!!!
6331,I am currently needing to fill several Restaurant Management positions.  Please send me your email address and I...: http://t.co/KT49ESWs,0,i am currently needing to fill several restaurant management positions.  please send me your email address and i...: http://t.co/kt49esws
4433,I need a job. Anybody hiring??,1,i need a job. anybody hiring??
125,Today I was rehired for my job! :),0,today i was rehired for my job! :)
6966,I got fired today.. Fml,1,i got fired today.. fml
1196,Ironic I drop the #EAT today and jus got laid off from my job..,1,ironic i drop the #eat today and jus got laid off from my job..
6932,Looking for a job in #Mesquite #TX? Veterinary Assistant https://t.co/FEsGeJzlp1 #jobs #hiring,0,looking for a job in #mesquite #tx? veterinary assistant https://t.co/fesgejzlp1 #jobs #hiring
4176,I am self-employed which is an arrogant way of saying unemployed. http://t.co/Fsz2vytSSs by @RobertPunchur,1,i am self-employed which is an arrogant way of saying unemployed. http://t.co/fsz2vytsss by @robertpunchur
6856,This is the first time since I was 14 that I have been unemployed. Life feels weird,1,this is the first time since i was 14 that i have been unemployed. life feels weird
5621,I only worked 2 months &amp; already getting laid off,1,i only worked 2 months &amp; already getting laid off
2220,Temporarily unemployed. Time to catch up on my anime! Why did I wait this long to watch #Shokugeki no Soma??,1,temporarily unemployed. time to catch up on my anime! why did i wait this long to watch #shokugeki no soma??
2262,Ad: Unemployed? Looking for a new Job or Career? Work at Home Positions avail $80-$90 a hr http://t.co/RcIrQLrMi0,0,ad: unemployed? looking for a new job or career? work at home positions avail $80-$90 a hr http://t.co/rcirqlrmi0
2794,I got hired yesterday and started working the same day too 🖖🏽,0,i got hired yesterday and started working the same day too 🖖🏽
2681,#Anchorage #Job Fairbanks AK Special Education Teacher Position: Anchorage Fairbanks AK Special Education Te... http://t.co/vmVajCIUQz,0,#anchorage #job fairbanks ak special education teacher position: anchorage fairbanks ak special education te... http://t.co/vmvajciuqz
1079,I am looking for a position as a Talent Acquisition coordinator or Recruiter. Masters in HR new to field. In metro ATL area  #ReignyDayJobs,0,i am looking for a position as a talent acquisition coordinator or recruiter. masters in hr new to field. in metro atl area  #reignydayjobs
999,Interested in a #job in #Pottsville PA? This could be a great fit: https://t.co/B0WL4PKqQR #NowHiring #GetHired #Manufacturing #Hiring,0,interested in a #job in #pottsville pa? this could be a great fit: https://t.co/b0wl4pkqqr #nowhiring #gethired #manufacturing #hiring
3120,today I quit both my jobs accepted Jesus back into my life and quit all hard drugs,1,today i quit both my jobs accepted jesus back into my life and quit all hard drugs
3741,Looking for a tech job where you work w/ smart people &amp; can have an impact?http://t.co/cxanNgUQ6O #dotnet @InnovateMS http://t.co/bLvn14Q27U,0,looking for a tech job where you work w/ smart people &amp; can have an impact?http://t.co/cxannguq6o #dotnet @innovatems http://t.co/blvn14q27u
7028,Ah yes another very productive day of doing nothing. Unemployment is going quite well thank you,1,ah yes another very productive day of doing nothing. unemployment is going quite well thank you
6963,I got fired from my job today. But thats ok because the place was very ghetto,1,i got fired from my job today. but thats ok because the place was very ghetto
7499,I am job searching for: Work at home jobs! http://t.co/4tgcXWg6JK — Walker Inklebarger (@Walker_marocliv.... http://t.co/6u6sdhSaOA,0,i am job searching for: work at home jobs! http://t.co/4tgcxwg6jk — walker inklebarger (@walker_marocliv.... http://t.co/6u6sdhsaoa
4640,So to answer a few ??s about the fine dining job they lied about my hours/pay/job description so I quit Tuesday so I went to Hooters today,1,so to answer a few ??s about the fine dining job they lied about my hours/pay/job description so i quit tuesday so i went to hooters today
2874,my hands dont like to be unemployed they like to work,1,my hands dont like to be unemployed they like to work
6228,It was a year ago yesterday that I was laid off. It happened 10 minutes after returning from a two week vacation.,1,it was a year ago yesterday that i was laid off. it happened 10 minutes after returning from a two week vacation.
758,you might be interested in: Assistant Director/Director of Academic Support Position at Thurgood Marshall https://t.co/XtRzKsjw9k,0,you might be interested in: assistant director/director of academic support position at thurgood marshall https://t.co/xtrzksjw9k
7672,Got hired today!!!,0,got hired today!!!
4741,Anyone know where theyre hiring ?? Lmk,0,anyone know where theyre hiring ?? lmk
5637,So today I started out my birthday with being laid off work. Unemployment here I come. :/,1,so today i started out my birthday with being laid off work. unemployment here i come. :/
1877,@fsmikey @FSBigBob last day listening at 6am for a little while. Getting laid off at noon. Thanks for the laughs! #Illbeback,0,@fsmikey @fsbigbob last day listening at 6am for a little while. getting laid off at noon. thanks for the laughs! #illbeback
1348,Interested in a #job in #Quitman GA? This could be a great fit: https://t.co/PTRMC1O3I8 #Automotive #Hiring #CareerArc,0,interested in a #job in #quitman ga? this could be a great fit: https://t.co/ptrmc1o3i8 #automotive #hiring #careerarc
4221,My boss fired me Friday and is now refusing to pay me for the hours w: I work in a private home doing care for... http://t.co/8UjRkVTu0J,1,my boss fired me friday and is now refusing to pay me for the hours w: i work in a private home doing care for... http://t.co/8ujrkvtu0j
1076,I am really searching for some Great not average Mortgage Originators that know how to get the job done. There are some reps that take your…,0,i am really searching for some great not average mortgage originators that know how to get the job done. there are some reps that take your…
4859,Does anyone know of any shops hiring??yah girl is trying to not work in inglewood anymore💁😭,0,does anyone know of any shops hiring??yah girl is trying to not work in inglewood anymore💁😭
1094,job searching is the worst. please give me money i am just trying to survive capitalism,1,job searching is the worst. please give me money i am just trying to survive capitalism
7635,I am currently looking for work in or near downtown Los Angeles. #hireme Office Assistant/Receptionist/Data Entry http://t.co/x49rUa6vDx,0,i am currently looking for work in or near downtown los angeles. #hireme office assistant/receptionist/data entry http://t.co/x49rua6vdx
3593,I came to Orlando worried about being unemployed and now I have 2 job offers to choose from #sweg,1,i came to orlando worried about being unemployed and now i have 2 job offers to choose from #sweg
4978,I got fired from my job today!  Its about time!  I hated that place,1,i got fired from my job today!  its about time!  i hated that place
4102,Got hired...now I have to start waking up early again!,0,got hired...now i have to start waking up early again!
1340,Interested in a #job in #Mesquite TX? This could be a great fit: https://t.co/zAaZtHyq6E #Retail #Hiring #CareerArc,0,interested in a #job in #mesquite tx? this could be a great fit: https://t.co/zaazthyq6e #retail #hiring #careerarc
4248,I was job searching &amp; wlc is looking for a new tech guy. Pretty sure Mr. Ballou got fired...,0,i was job searching &amp; wlc is looking for a new tech guy. pretty sure mr. ballou got fired...
7223,Heres a great opportunity for any veterans interested in pursuing careers in entrepreneurship.... http://t.co/UqLKpFNjKB,0,heres a great opportunity for any veterans interested in pursuing careers in entrepreneurship.... http://t.co/uqlkpfnjkb
5931,@Militarydotcom: Capital One @capitalonejobs wants to hire #veterans : http://t.co/zXuiLC5GFU #hiring #job,0,@militarydotcom: capital one @capitalonejobs wants to hire #veterans : http://t.co/zxuilc5gfu #hiring #job
801,I AM CURRENTLY SEEKING A FULL TIME NIGHT SHIFT POSITION IN LA -- Have any suggestions?,0,i am currently seeking a full time night shift position in la -- have any suggestions?
5660,I am no longer reporting on education @indystar - laid off Friday. 110% unexpected. Still bent on journalism/covering ed so plz RT,1,i am no longer reporting on education @indystar - laid off friday. 110% unexpected. still bent on journalism/covering ed so plz rt
756,We have a great job opportunity in the Lake Oswego area for those who are seeking an office position. If you are interested in applying...,0,we have a great job opportunity in the lake oswego area for those who are seeking an office position. if you are interested in applying...
3956,Almost won in the works bingo for $50 and I got hired today lmao,0,almost won in the works bingo for $50 and i got hired today lmao
421,@BriReid64: Im DONE! 😂😂 I QUIT!!!! http://t.co/S4X12f33aP holy shit. I think I just peed myself 😂😂😂,1,@brireid64: im done! 😂😂 i quit!!!! http://t.co/s4x12f33ap holy shit. i think i just peed myself 😂😂😂
4743,I need a job. Ive been officially unemployed for 2 days and Im already wanting to be working. I hope I find something...,1,i need a job. ive been officially unemployed for 2 days and im already wanting to be working. i hope i find something...
89,I went on a job interview today and broke my sandal and had to duct tape it to my foot so if I dont get hired someones buying me new shoes,0,i went on a job interview today and broke my sandal and had to duct tape it to my foot so if i dont get hired someones buying me new shoes
1632,Looking for a great new #FOH #Job?@AquitaineCH is #hiring SERVERS and BUSSERS: https://t.co/AUCu2MGfk5 #bostonjobs,0,looking for a great new #foh #job?@aquitainech is #hiring servers and bussers: https://t.co/aucu2mgfk5 #bostonjobs
3362,Today: my mother fired me from work and then rehired me. Oh.,0,today: my mother fired me from work and then rehired me. oh.
4025,Searching for #work in Columbus IN? Send your #resume to Bob Evans Inc.. http://t.co/4xkDUpiUaf #gethired,0,searching for #work in columbus in? send your #resume to bob evans inc.. http://t.co/4xkdupiuaf #gethired
5094,Last week: I was looking for other jobs. This week: got a raise got 2 interviews as well.,0,last week: i was looking for other jobs. this week: got a raise got 2 interviews as well.
6109,Amazon posted a job you might be interested in. AWS Global Accounts Solutions Architect (Houston) - Houston Texas… http://t.co/EMveYGYUds,0,amazon posted a job you might be interested in. aws global accounts solutions architect (houston) - houston texas… http://t.co/emveygyuds
6106,Ashoka posted a job you might be interested in. Volunteer Fundraiser (Virtual) - United States US via LinkedIn http://t.co/7M0gq58U7e,0,ashoka posted a job you might be interested in. volunteer fundraiser (virtual) - united states us via linkedin http://t.co/7m0gq58u7e
1771,RT @CoopSoSarc: *gets LAID off*explains reason for DISCHARGE*reviews severance PACKAGEUnemployment is HARD,1,rt @coopsosarc: *gets laid off*explains reason for discharge*reviews severance packageunemployment is hard
1029,The woman who hired me has not called in 5 days and is not answering when I call. I called like 7 times throughout the day yesterday.,0,the woman who hired me has not called in 5 days and is not answering when i call. i called like 7 times throughout the day yesterday.
1372,Interested in a #Sales #job near #Mesquite TX? This could be a great fit: https://t.co/8GhahyfA73 #Hiring #CareerArc,0,interested in a #sales #job near #mesquite tx? this could be a great fit: https://t.co/8ghahyfa73 #hiring #careerarc
7519,Today I have lost my job kicked out of my house Lost my girlfriend and all~ https://t.co/S68mZfKQxn #pray #prayer https://t.co/8b7FWjM6e2,1,today i have lost my job kicked out of my house lost my girlfriend and all~ https://t.co/s68mzfkqxn #pray #prayer https://t.co/8b7fwjm6e2
5203,Baby Im a boss and yah man unemployed,1,baby im a boss and yah man unemployed
341,I am looking for Lanyard Locket Ambassadors.  I am looking for 5 people who wear name badges in your workplace to... http://t.co/RM7uLKWSbK,0,i am looking for lanyard locket ambassadors.  i am looking for 5 people who wear name badges in your workplace to... http://t.co/rm7ulkwsbk
1055,I have a shoulder injury and am currently a nurse. I cant use my left arm what jobs are can i do that pay? https://t.co/xt2TYztJ4E,0,i have a shoulder injury and am currently a nurse. i cant use my left arm what jobs are can i do that pay? https://t.co/xt2tyztj4e
3951,Today I was hired for a summer job at a gift shop. :D  I wont be unemployed forever!,0,today i was hired for a summer job at a gift shop. :d  i wont be unemployed forever!
3099,I quit my job at Starbucks so I could have more time for school but then I my depression came back &amp; I havent done shit since week 2 fml,1,i quit my job at starbucks so i could have more time for school but then i my depression came back &amp; i havent done shit since week 2 fml
3773,i was employed for two days but now i am Unemployed,1,i was employed for two days but now i am unemployed
2693,#CareerArc #Retail #Job alert: Retail Store Positions | CVS Health | #Montgomery OH http://t.co/2rRevwPCh2 #Jobs #Hiring,0,#careerarc #retail #job alert: retail store positions | cvs health | #montgomery oh http://t.co/2rrevwpch2 #jobs #hiring
2322,I HATE UNEMPLOYMENT!!!! I HAVENT RECEIVED A PAYMENT IN 3 MONTHS AND HAD 2 JOBS SINCE. #BROKE #HOMELESS #HUNGRY WITH 6 KIDS AND A WIFE #BS,1,i hate unemployment!!!! i havent received a payment in 3 months and had 2 jobs since. #broke #homeless #hungry with 6 kids and a wife #bs
6556,Finally started my new position today at work and man oh man am I happy $,0,finally started my new position today at work and man oh man am i happy $
7658,My best friend died and I got laid off from my job in a span of less than 5 days. I need a goddamn ice cream,1,my best friend died and i got laid off from my job in a span of less than 5 days. i need a goddamn ice cream
769,Interested in a position as an Administrative Assistant? Check out this great opportunity: http://t.co/6u7p8VG9Il #foresters #jobsearch,0,interested in a position as an administrative assistant? check out this great opportunity: http://t.co/6u7p8vg9il #foresters #jobsearch
6576,Anyone know any lawnmower repair person that charges fairly and does good/quick work???,0,anyone know any lawnmower repair person that charges fairly and does good/quick work???
7029,I Quit My #Job To Be A Travel Writer And Now Im Broke And Unemployed https://t.co/QZ1UKWaiHw https://t.co/ijeFCYa58d,1,i quit my #job to be a travel writer and now im broke and unemployed https://t.co/qz1ukwaihw https://t.co/ijefcya58d
6864,Ive been unemployed for a little over a year now. Now I know why. https://t.co/ED9Lgr1WAj,1,ive been unemployed for a little over a year now. now i know why. https://t.co/ed9lgr1waj
866,FYI I love Psychology...I am just poking fun at my profession technically Im an unemployed nobody.,1,fyi i love psychology...i am just poking fun at my profession technically im an unemployed nobody.
4814,today i sat outside drinking coffee went to a record store ate a slab of ribs and am going bowling. being unemployed rules,1,today i sat outside drinking coffee went to a record store ate a slab of ribs and am going bowling. being unemployed rules
4855,Who hiring? Who got work? Who got weight that need to be moved? Who need a FUCKIN BABY SITTER! IM HUNGRY,1,who hiring? who got work? who got weight that need to be moved? who need a fuckin baby sitter! im hungry
4001,This new job I got hired for&gt;&gt;&gt;&gt;,0,this new job i got hired for&gt;&gt;&gt;&gt;
1567,I was fired from my job after a complaint yet Im not sorry.  God is working on my behalf even now.,1,i was fired from my job after a complaint yet im not sorry.  god is working on my behalf even now.
897,Looking for a new career in the IT field? Head over to our website http://t.co/38APTLRqc2 for our complete list of open positions!,0,looking for a new career in the it field? head over to our website http://t.co/38aptlrqc2 for our complete list of open positions!
6534,A week ago I quit my job accepted another position &amp; started working out again #fitgirls #lifeisgood #finally,0,a week ago i quit my job accepted another position &amp; started working out again #fitgirls #lifeisgood #finally
4744,I am an #unemployed #bipolar #overweight #blogger looking for a #job Is there #stigma attached to it? Will a #company hire me if qualified?,1,i am an #unemployed #bipolar #overweight #blogger looking for a #job is there #stigma attached to it? will a #company hire me if qualified?
7074,Unemployment pays more! Imrich biatch!! #QuitYourJobIn5Words,1,unemployment pays more! imrich biatch!! #quityourjobin5words
936,today I got hired on to a new position that Im not even qualified for with a higher pay than I ever wouldve expected.... Im in awe ❤,0,today i got hired on to a new position that im not even qualified for with a higher pay than i ever wouldve expected.... im in awe ❤
5326,So last night I quit my job as an April Fools joke looked at my phone and realized it was 11:57. Anyone know any places hiring?,1,so last night i quit my job as an april fools joke looked at my phone and realized it was 11:57. anyone know any places hiring?
2004,I recently quit my job to pull in $9023 from my phone PRESS THE LINK INSIDE BIO to do it too https://t.co/tcQvOqeLXW,1,i recently quit my job to pull in $9023 from my phone press the link inside bio to do it too https://t.co/tcqvoqelxw
6324,Currently recruiting for positions in the Fixed Income Industry (institutional sales and trades). Please follow me if you are interested.,0,currently recruiting for positions in the fixed income industry (institutional sales and trades). please follow me if you are interested.
6427,2 weeks ago i was in car crash messed up mebup. Last week i lost my job due to the crash. Today someone charged something to my debit card,1,2 weeks ago i was in car crash messed up mebup. last week i lost my job due to the crash. today someone charged something to my debit card
5206,I have *TRIED* to take on the white feminists and misogyny within social justice movements and here I am unemployed being told to keep going,1,i have *tried* to take on the white feminists and misogyny within social justice movements and here i am unemployed being told to keep going
5183,The world seems to assume that if you arent working its because you got fired laid off disabled etc......,1,the world seems to assume that if you arent working its because you got fired laid off disabled etc......
72,8 Years Ago… I woke up unemployed: 8 years ago I was laid off.  Friday the 13th was my last day at my job (get... http://t.co/p12SAfGOtP,1,8 years ago… i woke up unemployed: 8 years ago i was laid off.  friday the 13th was my last day at my job (get... http://t.co/p12safgotp
3354,I Got Fired  &amp; Rehired lol,0,i got fired  &amp; rehired lol
791,I am currently exploring new career opportunities. Please contact me to discuss any possible positions.,0,i am currently exploring new career opportunities. please contact me to discuss any possible positions.
3931,The role of the part-time employee is precarious.  I was offered the chance to go full-time. When I declined I was laid off.,1,the role of the part-time employee is precarious.  i was offered the chance to go full-time. when i declined i was laid off.
4687,Day 4 of unemployment finds me debating about doing freelance work vs working for another company vs being a international jewel thief.,1,day 4 of unemployment finds me debating about doing freelance work vs working for another company vs being a international jewel thief.
3539,I had the worst job interview today. I feel bad for whomever takes that position. yikes.,0,i had the worst job interview today. i feel bad for whomever takes that position. yikes.
7524,Unemployed or Looking For a Way to Make Extra Money? --&gt;&gt; http://t.co/OvRAR4rAEe,0,unemployed or looking for a way to make extra money? --&gt;&gt; http://t.co/ovrar4raee
5785,RT @vexroid: Autocorrect changed breakfast taquitos to breakfast tequilas and who am I to argue?And is anyone hiring?,0,rt @vexroid: autocorrect changed breakfast taquitos to breakfast tequilas and who am i to argue?and is anyone hiring?
2214,Im now unemployed. This feels odd.,1,im now unemployed. this feels odd.
2276,Looking for a job? Energy Engineer/Resource Efficiency Manager(13005062) at Northrop Grumman (AK) http://t.co/0fdWzVCWvf #green #jobs,0,looking for a job? energy engineer/resource efficiency manager(13005062) at northrop grumman (ak) http://t.co/0fdwzvcwvf #green #jobs
4183,So as of 430 today I am currently unemployed again :( although we still have one paycheck left,1,so as of 430 today i am currently unemployed again :( although we still have one paycheck left
